Date,NestLocation,ObserverLocation,NestStatus,NestCondition,Observer,Temp,Wind-Velocity(mph),Wind-Direction,Precipatation,CloudCover,Equipment,StartTime,EndTime,TimeOfObservation,#BirdsPresent&Plumages,#BirdsonNest,BehaviorofAdults,Approx.#ofEggs,Approx. #ofChicks,AdditionalComments
5/3/1996,West Nest 1,,I,,Boyer,53,10,SE,,80,,9:00,9:45,9:25,1A,1A,appeared to be feeding,,,
5/3/1996,West Nest 1,,I,,Boyer,53,10,SE,,80,,9:00,9:45,9:35,2A,2A,,,,
5/3/1996,West Nest 1,,I,,M. Bernhardt,60,8,,,100,SScope/Bino,13:30,15:00,13:35,2 J 1A,1A,Dark headed J feeds in front of A,,,
5/3/1996,West Nest 1,,I,,M. Bernhardt,60,8,,,100,SScope/Bino,13:30,15:00,13:43,1A,1A,,,,
5/3/1996,West Nest 1,,I,,M. Bernhardt,60,8,,,100,SScope/Bino,13:30,15:00,13:52,1A 1J,1A ,A is panting,,,
5/3/1996,West Nest 1,,I,,M. Bernhardt,60,8,,,100,SScope/Bino,13:30,15:00,14:55,1A 2J,1A,,,,
5/4/1996,West Nest 1,,I,,M Bernhardt,50,8,,,100,SScope/Bino,14:15,15:15,14:15,1A 1J,0,,,,
5/4/1996,West Nest 1,,I,,M Bernhardt,50,8,,,100,SScope/Bino,14:15,15:15,14:25,1J ,0,,,,
5/4/1996,West Nest 1,,I,,M Bernhardt,50,8,,,100,SScope/Bino,14:15,15:15,14:45,1A 1J,1A,,,,
5/4/1996,West Nest 1,,I,,M Bernhardt,50,8,,,100,SScope/Bino,14:15,15:15,14:54,1 J ,0,,,,
5/4/1996,West Nest 1,,I,,M Bernhardt,50,8,,,100,SScope/Bino,14:15,15:15,14:59,2J,0,,,,
5/4/1996,West Nest 1,,I,,M Bernhardt,50,8,,,100,SScope/Bino,14:15,15:15,15:10,1A 1J,1A,1J lands 3 feet from nest with adult in nest,,,
5/5/1996,West Nest 1,,I,,Feix,50,7,NE,Light rain,90,,8:00,14:05,8:00,1A,1A,sitting higher,,,
5/5/1996,West Nest 1,,I,,Feix,50,7,NE,Light rain,90,,8:00,14:05,8:30,1A,1A,Waddles in nest and sitting lower,,,
5/5/1996,West Nest 1,,I,,Feix,50,7,NE,Light rain,90,,8:00,14:05,13:58,2A,0:00,1A flies out of nest and flew to cove with other  1A,,,
5/5/1996,West Nest 1,,I,,Feix,50,7,NE,Light rain,90,,8:00,14:05,14:05,1A,1A,returns to nest with a fish and consumes,,,
5/6/1996,West Nest 1,,I,,Feix/Wright,50,5,,,,SScope/Bino,8:30,11:45,8:30,1A ,1A,lands lightly in nest ,,,
5/6/1996,West Nest 1,,I,,Feix/Wright,50,5,,,,SScope/Bino,8:30,11:45,8:48,2A,1A,,,,
5/6/1996,West Nest 1,,I,,Feix/Wright,50,5,,,,SScope/Bino,8:30,11:45,9:30,2A,1A,,,,
5/6/1996,West Nest 1,,I,,Feix/Wright,50,5,,,,SScope/Bino,8:30,11:45,10:00,0,0,No birds in nest,,,
5/6/1996,West Nest 1,,I,,Feix/Wright,50,5,,,,SScope/Bino,8:30,11:45,11:45,1A,1A ,,,,
5/7/1996,West Nest 1,,I,,Feix/Altstaetler,50,5,,,100,,8:15,16:30,8:15,1A,1A,picks in nest,,,
5/7/1996,West Nest 1,,I,,Feix/Altstaetler,50,5,,,100,,8:15,16:30,8:45,1A,1A,"rolls egg, picks in nest ",,,
5/7/1996,West Nest 1,,I,,Feix/Altstaetler,50,5,,,100,,8:15,16:30,10:15,1A,1A,still picking in front,,,
5/7/1996,West Nest 1,,I,,Feix/Altstaetler,50,5,,,100,,8:15,16:30,10:35,1A 3J,1A,waddling in nest,,,
5/7/1996,West Nest 1,,I,,Feix/Altstaetler,50,5,,,100,,8:15,16:30,15:30,1A,1A ,,,,
5/7/1996,West Nest 1,,I,,Feix/Altstaetler,50,5,,,100,,8:15,16:30,16:30,1A,1A ,minimal movement,,,
5/8/1996,West Nest 1,,I,,Altstaetler,58,3,S,,100,Scope,14:45,16:45,14:45,1J,0,,,,
5/8/1996,West Nest 1,,I,,Feix,58,4,,Rain,100,,8:15,14:10,8:15,1A,0,,,,
5/8/1996,West Nest 1,,I,,Feix,58,4,,Rain,100,,8:15,14:10,8:20,1A 1J,1A,1A flies to 1J appear to chase off,,,
5/8/1996,West Nest 1,,I,,Feix,58,4,,Rain,100,,8:15,14:10,8:45,1A,1A,1A bends down steps over something and sits straight down,,,
5/8/1996,West Nest 1,,I,,Feix,58,4,,Rain,100,,8:15,14:10,13:15,1A,1A,,,,
5/8/1996,West Nest 1,,I,,Feix,58,4,,Rain,100,,8:15,14:10,13:40,1A,1A,below nest preening,,,
5/9/1996,West Nest 1,,I,,Feix,58,4,,,,,12:00,17:15,12:00,1A 1J,0,,,,
5/10/1996,West Nest 1,,A,,M. Bernhardt,70,5,SW,,50,SScope/Bino,8:10,8:50,8:10,,0,No nest activity,,,
5/11/1996,West Nest 1,,A,,Feix,40,12,N,,100,,12:30,16:45,,,0,No nest activity,,,
5/13/1996,West Nest 1,,A,,Feix,40,14,W,,,,8:30,,14:00,,0,ODW retrieved 2 eggs from nest,,,
1/28/1997,West Nest 1,,B,,Feix,23,16,NW,light snow,100,SScope/Bino,8:30,8:45,8:30,2A 2J,1A,1A rearraning stick in nest,,,
1/29/1997,West Nest 1,,B,,Feix,18,15,,light snow,100,,10:30,10:30,10:30,1A,1A,adding sticks to nest,,,
1/30/1997,West Nest 1,,B,,Feix,18,15,,0,75,,8:30,8:45,8:30,1A,0,adding sticks to nest,,,
1/31/1997,West Nest 1,,B,,Obermiller ,38,15,S,0,90,Spotting Scope,16:30,16:45,16:30,1A 1J,0,,,,
2/1/1997,West Nest 1,,B,,Wright,40,8,W,0,100,Spotting Scope,13:20,14:10,13:20,6J,0,,,,
2/1/1997,West Nest 1,,B,,Wright,40,8,W,0,100,Spotting Scope,13:20,14:10,13:50,2A 7J,2A,,,,
2/2/1997,West Nest 1,,B,,Feix,44,14,,,100,,12:45,13:30,13:15,8J,1J,1J flew into nest and picked at sticks,,,
2/7/1997,West Nest 1,,B,,Feix,44,14,,light snow,100,,8:30,8:30,8:30,7J,0,,,,
2/8/1997,West Nest 1,,B,,Wright,30,17,W,light snow,100,SScope/Bino,10:30,11:00,10:30,2A 4j,2A,,,,
2/9/1997,West Nest 1,,B,,Wright,37,4,,0,20,Spotting Scope,10:00,10:32,10:00,2A 5J,2A,both on nest moving nesting material around,,,
2/9/1997,West Nest 1,,B,,Wright,37,4,,0,20,Spotting Scope,10:00,10:32,10:15,2A 5J ,2A,adult attacks  juv with talons mid-air,,,
2/9/1997,West Nest 1,,B,,Wright,37,4,,0,20,Spotting Scope,10:00,10:32,10:20,2A,2A,,,,
2/11/1997,West Nest 1,,B,,Feix,30,6,,snow then clearing,,,9:00,9:00,9:00,1A 4J,1A,1A carrying nesting material ,,,
2/17/1997,West Nest 1,,B,,Link,36,4,,0,5,Spotting Scope,10:35,11:10,10:40,2 A 2J ,1A,1 A chased away other adult from nest,,,
2/17/1997,West Nest 1,,B,,Link,36,4,,0,5,Spotting Scope,10:35,11:10,10:45,1A 4J,1A,,,,
2/21/1997,West Nest 1,,B,,Wright,60,20,S,0,100,Spotting Scope,8:30,9:20,8:30,2A 2J,2A,,,,
2/21/1997,West Nest 1,,B,,Wright,60,20,S,0,100,Spotting Scope,8:30,9:20,8:44,2A 4J,0:00,,,,
2/21/1997,West Nest 1,,B,,Wright,60,20,S,0,100,Spotting Scope,8:30,9:20,8:50,2A 4 J ,0:00,adults vocalize and fly after Juv,,,
2/26/1997,West Nest 1,,B,,Wright,60,15,,,100,,9:45,9:45,9:45,2A 3J,2A, active nest building,,,
2/28/1997,West Nest 1,,B,,Linda Feix,60,15,,,,,8:30,8:31,8:30,2A 10 J,2A,nest building ,,,
3/4/1997,West Nest 1,,B,,Feix,62,8,SW,0,0,,8:45,9:13,8:45,2A,1A,,,,
3/4/1997,West Nest 1,,B,,Feix,62,8,SW,0,0,,8:45,9:13,9:13,1A ,1A,rolls eggs settles back into nest,,,
3/6/1997,West Nest 1,,B,,Feix,32,13,W,Snow,100,,8:45,8:45,8:45,3J,0,,,,
3/9/1997,West Nest 1,,B,,Wright,45,4,W,0,75,Spotting Scope,13:25,13:55,13:25,2A,2A,,,,
3/9/1997,West Nest 1,,B,,Wright,45,4,W,0,75,Spotting Scope,13:25,13:55,13:50,1A,1A,1A flew back to nest with sticks in its talons,,,
3/9/1997,West Nest 1,,B,,Wright,45,4,W,0,75,Spotting Scope,13:25,13:55,13:55,2A,2A,placing sticks in nest,,,
3/9/1997,West Nest 1,,B,,Feix ,44,5,W,0,100,,12:35,13:10,12:25,1A 3J ,0,not working on nest as much,,,
3/10/1997,West Nest 1,,B,,Feix,41,10,SW,0,0,,8:00,8:25,8:00,1A,1A,sitting low in nest,,,
3/10/1997,West Nest 1,,B,,Feix,41,10,SW,0,0,,8:00,8:25,8:10,2A,2A,walking around nest,,,
3/10/1997,West Nest 1,,B,,Feix,41,10,SW,0,0,,8:00,8:25,8:15,2A,2A,,,,
3/10/1997,West Nest 1,,B,,Feix,41,10,SW,0,0,,8:00,8:25,8:18,2A 2J ,2A,flies off nest in pursuit of Juveniles,,,
3/10/1997,West Nest 1,,B,,Feix,41,10,SW,0,0,,8:00,8:25,8:25,2A,2A,both leave and return with a stick,,,
3/11/1997,West Nest 1,,I,,Wright and Feix,43,7,W,Drizzle,100,SScope/Bino,8:05,9:05,8:05,2A,1A,,,,
3/11/1997,West Nest 1,,I,,Wright and Feix,43,7,W,Drizzle,100,SScope/Bino,8:05,9:05,8:25,2A 2J,1A,poked down in nest maybe turning an egg,,,
3/11/1997,West Nest 1,,I,,Wright and Feix,43,7,W,Drizzle,100,SScope/Bino,8:05,9:05,8:45,2A 2J,1A,low in nest,,,
3/11/1997,West Nest 1,,I,,Wright and Feix,43,7,W,Drizzle,100,SScope/Bino,8:05,9:05,9:05,1A,1A,rolls egg waddles down in nest ,,,
3/12/1997,West Nest 1,,I,,Link,42,5,,0,5,45x scope,14:00,15:00,14:00,1A 1J,1A,,,,
3/12/1997,West Nest 1,,I,,Link,42,5,,0,5,45x scope,14:00,15:00,14:15,2A 1J,1A,rolls eggs,,,
3/12/1997,West Nest 1,,I,,Link,42,5,,0,5,45x scope,14:00,15:00,14:45,2A 1J,1A,,,,
3/13/1997,West Nest 1,,I,,Feix,34,3,SW,0,100,,8:30,8:30,8:30,1A 1J,1A,,,,
3/14/1997,West Nest 1,,I,,Feix,34,9,,,100,,13:45,14:05,13:45,2A,1A,,,,
3/14/1997,West Nest 1,,I,,Feix,34,9,,,100,,13:45,14:05,14:05,2A,1A,rolls egg,,,
3/14/1997,West Nest 1,,I,,Feix,49,14,E,Rain,100,scope,8:45,8:45,8:45,2A 1J,1A,,,,
3/16/1997,West Nest 1,,I,,Feix,31,10,,0,0,,12:15,13:00,12:15,1A ,1A,low in nest,,,
3/16/1997,West Nest 1,,I,,Feix,31,10,,0,0,,12:15,13:00,12:30,2A,1A,,,,
3/16/1997,West Nest 1,,I,,Feix,31,10,,0,0,,12:15,13:00,12:35,2A 3J,1A,,,,
3/16/1997,West Nest 1,,I,,Feix,31,10,,0,0,,12:15,13:00,12:45,2A,1A,rolls egg,,,
3/16/1997,West Nest 1,,I,,Feix,31,10,,0,0,,12:15,13:00,12:50,2A,1A,,,,
3/17/1997,West Nest 1,,I,,Feix,31,10,,0,100,,11:15,12:15,11:15,1A,1A,,,,
3/17/1997,West Nest 1,,I,,Feix,31,10,,0,100,,11:15,12:15,11:25,1A,1A,rolls eggs and waddles down in nest,,,
3/17/1997,West Nest 1,,I,,Feix,31,10,,0,100,,11:15,12:15,11:50,2A,1A,male perched above nest,,,
3/17/1997,West Nest 1,,I,,Feix,31,10,,0,100,,11:15,12:15,12:05,2A,1A,female leaves male immediately follows,,,
3/17/1997,West Nest 1,,I,,Feix,31,10,,0,100,,11:15,12:15,12:06,1A,1A,male rolls egg and waddles down in nest,,,
3/17/1997,West Nest 1,,I,,Obermiller ,40,7,S,0,95,,13:00,14:05,13:00,2A 1J,1A,tight on nest,,,
3/18/1997,West Nest 1,,I,,Obermiller ,40,7,S,0,95,,13:00,14:05,13:07,1A,1A,rolls egg,,,
3/19/1997,West Nest 1,,I,,Obermiller ,40,7,S,0,95,,13:00,14:05,13:40,1A,1A,rolls egg,,,
3/20/1997,West Nest 1,,I,,Obermiller ,40,7,S,0,95,,13:00,14:05,13:45,2A,1A,switch parents in nest and waddles in tight,,,
3/21/1997,West Nest 1,,I,,Obermiller/Feix,40,10,,0,0,,8:20,12:10,8:20,1A,1A,,,,
3/22/1997,West Nest 1,,I,,Obermiller/Feix,40,10,,0,0,,8:20,12:10,8:25,1A,1A ,rolled eggs and reversed position,,,
3/23/1997,West Nest 1,,I,,Obermiller/Feix,40,10,,0,0,,8:20,12:10,11:45,2A 2J,1A,tight in nest,,,
3/24/1997,West Nest 1,,I,,Feix,40,10,,0,0,,8:30,8:30,8:30,1A,1A,,,,
3/27/1997,West Nest 1,,I,,Feix,40,14,SW,0,0,,8:30,9:10,8:30,2A,1A,low in nest,,,
3/28/1997,West Nest 1,,I,,Feix,40,15,SW,0,0,,8:30,9:10,8:50,2A,1A,,,,
3/29/1997,West Nest 1,,I,,Feix,40,16,SW,0,0,,8:30,9:10,9:10,2A,1A,,,,
4/1/1997,West Nest 1,,I,,Obermiller/Feix,40,5,N,0,10,,9:30,10:15,9:30,2A,1A,tight in nest picking material,,,
4/1/1997,West Nest 1,,I,,Obermiller/Feix,40,5,N,0,10,,9:30,10:15,10:00,2A 1J,1A,,,,
4/1/1997,West Nest 1,,I,,Obermiller/Feix,40,5,N,0,10,,9:30,10:15,10:15,2A ,1A,tight in nest rolls egg ,,,
4/6/1997,West Nest 1,,I,,Wright,70,30,SSW,0,25,Spotting Scope,14:30,16:05,14:30,3A,1A,male perched in tree and female sitting low in nest,,,
4/10/1997,West Nest 1,,I,,Feix,34,10,,,0,,8:30,8:30,8:30,3A,1A,sitting low in the tree preening,,,
4/13/1997,West Nest 1,,I,,Feix,40,8,,Sleet/rain,100,,11:45,12:00,11:45,1A,1A,,,,
4/13/1997,West Nest 1,,I,,Feix,40,8,,Sleet/rain,100,,11:45,12:00,12:00,1A,1A,rolls egg and sits back in nest,,,
4/14/1997,West Nest 1,,I,,M. Bernhardt ,40,8,,0,40,Spotting Scope,8:15,14:22,8:15,2A 1J,1A,,,,
4/14/1997,West Nest 1,,I,,M. Bernhardt ,40,8,,0,40,Spotting Scope,8:15,14:22,8:35,2A 1J,1A,opens bill in nest then settles down,,,
4/14/1997,West Nest 1,,I,,M. Bernhardt ,40,8,,0,40,Spotting Scope,8:15,14:22,8:40,3A,1A,bends down and settles in nest,,,
4/14/1997,West Nest 1,,I,,M. Bernhardt ,40,8,,0,40,Spotting Scope,8:15,14:22,14:22,2A,1A,birds stands then settles back in nest,,,
4/15/1997,West Nest 1,,I,,Link,50,8,,0,5,30X scope,15:00,16:30,15:00,1A,1A,sitting tight with wings to the side,,,
4/17/1997,West Nest 1,,I,,M. Bernhardt ,50,8,N,Sleet/snow,100,,15:30,16:30,15:30,1A,1A,,,,
4/17/1997,West Nest 1,,I,,M. Bernhardt ,50,8,N,Sleet/snow,100,,15:30,16:30,15:55,2A,2A,tears at fish,,,
4/17/1997,West Nest 1,,I,,M. Bernhardt ,50,8,N,Sleet/snow,100,,15:30,16:30,16:03,3A,1A,adults switch positions incubating,,,
4/17/1997,West Nest 1,,I,,M. Bernhardt ,50,8,N,Sleet/snow,100,,15:30,16:30,16:05,2A,2A,adult sits on edge then flies away,,,
4/17/1997,West Nest 1,,I,,M. Bernhardt ,50,8,N,Sleet/snow,100,,15:30,16:30,16:08,2A,2A,adults switch place incubating  and pick at nest,,,
4/17/1997,West Nest 1,,I,,M. Bernhardt ,50,8,N,Sleet/snow,100,,15:30,16:30,16:15,1A,1A,bends head down,,,
4/18/1997,West Nest 1,,H,,M. Bernhardt,40,5,NW,0,0,Spotting Scope,8:15,9:15,8:15,1A,1A,,,,
4/18/1997,West Nest 1,,H,,M. Bernhardt,40,5,NW,0,0,Spotting Scope,8:15,9:15,8:25,2A,1A,flies to edge of nest ,,,
4/18/1997,West Nest 1,,H,,M. Bernhardt,40,5,NW,0,0,Spotting Scope,8:15,9:15,8:28,2A,1A,parents change places incubating and settle into nest,,,
4/18/1997,West Nest 1,,H,,M. Bernhardt,40,5,NW,0,0,Spotting Scope,8:15,9:15,8:50,1A,1A,arranges position in nest and moves sticks,,,
4/18/1997,West Nest 1,,H,,M. Bernhardt,40,5,NW,0,0,Spotting Scope,8:15,9:15,9:10,1A,1A,regurgitating food,,,
4/18/1997,West Nest 1,,H,,M. Bernhardt,40,5,NW,0,0,Spotting Scope,8:15,9:15,9:13,1A,1A,settles  down into nest and picks at a stick,,,
4/21/1997,West Nest 1,,H,,Linda Feix,40,0,,,50,,8:15,8:17,8:15,2A,2A,feeding and then stradling nest and sitting back down,,,
4/24/1997,West Nest 1,,H,,Linda Feix,45,1,,,0,,8:30,8:31,8:30,2A ,2A,feeding young -female resumes brooding position,,,
4/27/1997,West Nest 1,,H,,Wright,45,1,,,85,Spotting Scope,9:50,10:30,9:50,1A,1A,,,,
4/27/1997,West Nest 1,,H,,Wright,45,1,,,85,Spotting Scope,9:50,10:30,9:56,2A,2A,parents changed places and ,,,
4/29/1997,West Nest 1,,H,,Linda Feix,45,1,,,,,8:20,9:50,8:20,1A,1A,picking at sticks,,,
4/29/1997,West Nest 1,,H,,Linda Feix,45,1,,,,,8:20,9:50,9:50,2A ,1A,adult in broodign psture,,,
5/2/1997,West Nest 1,,H,,M. Bernhardt ,45,3,W,0,Hazy,,11:00,11:45,11:00,1A,1A,,,,
5/2/1997,West Nest 1,,H,,M. Bernhardt ,45,3,W,0,Hazy,,11:00,11:45,11:07,2A,2A,,,,
5/4/1997,West Nest 1,,H,,Linda Feix,50,5,,0,0,,16:00,16:30,16:00,1A,1A,,,,
5/4/1997,West Nest 1,,H,,Linda Feix,50,5,,0,0,,16:00,16:30,16:15,2A,1A,feeds snake to nestling,,2,
5/4/1997,West Nest 1,,H,,Linda Feix,50,5,,0,0,,16:00,16:30,16:30,1A,1A,feeding and eating,,,
5/4/1997,West Nest 1,,H,,Linda Feix,45,7,W,0,0,,8:30, 9:30,8:30,2A,1A,adult tearing bits of food for chick and feeding  itself and  chicks ,,2,
5/4/1997,West Nest 1,,H,,Linda Feix,45,7,W,0,0,,8:30, 9:30,9:00,2A,0,female perches nearby,,,
5/4/1997,West Nest 1,,H,,Linda Feix,45,7,W,0,0,,8:30, 9:30,9:01,1A,1A,feeding  on both sides of nest,,2,
5/4/1997,West Nest 1,,H,,Linda Feix,45,7,W,0,0,,8:30, 9:30,9:30,2A,1A,sits down in nest,,,
5/11/1997,West Nest 1,,H,,Wright,50,4,SW,0,0,Spotting Scope,9:15,10:00,9:15,1A,1A,,,,
5/11/1997,West Nest 1,,H,,Wright,50,4,SW,0,0,Spotting Scope,9:15,10:00,9:20,2A,1A,fed fish to young ,,2,
5/11/1997,West Nest 1,,H,,Wright,50,4,SW,0,0,Spotting Scope,9:15,10:00,9:30,1A,1A,standing on edge of nest ,,2,
5/11/1997,West Nest 1,,H,,Wright,50,4,SW,0,0,Spotting Scope,9:15,10:00,10:00,2A,1A,adults on edge of nest,,2,
6/28/1997,West Nest 1,,H,,Linda Feix,84,8,S,,,,16:00,16:01,16:00,1A,0,fed chicks twice,,1,1 eaglet fledged
6/28/1997,West Nest 1,,H,,Linda Feix,70,8,S,,,,8:20,9:15,8:20,1A,1A,walking on edge,,1,
12/15/1997,West Nest 1,,B,,Linda Feix,40,9,,,,,8:30,8:45,8:30,2A,0,mating,,,
12/16/1997,East Nest,,B,,Feix/Obermiller,45,9,,,0,,10:30,10:45,10:30,2A,1A,,,,
1/2/1998,East Nest,,B,,Linda Feix and Gene Wright,40,9,,,,,11:30,11:31,11:30,2A,2A,sitting in old nest,,,
1/26/1998,East Nest,,B,,,40,9,,,100,,8:30,8:31,8:30,10J 2A,2A,building nest been at new and previous nest this week,,,
3/9/1998,East Nest,,I,,Linda Feix,50,10,SW,Rain,100,,8:45,9:30,8:45,1A,1A,sitting low in nest,,,
3/9/1998,East Nest,,I,,Linda Feix,50,10,SW,Rain,100,,8:45,9:30,9:30,1A,1A,waddles in nest rearragnes nesting material and rolls egg,,,
3/21/1998,East Nest,,I,,Obermiller,30,22,NE,Snow/Rain,100,,11:15,12:45,11:15,1A,1A,,,,
3/21/1998,East Nest,,I,,Obermiller,30,22,NE,Snow/Rain,100,,11:15,12:45,11:35,1A,1AON,rolls eggs settles into nest very tight,,,
3/21/1998,East Nest,,I,,Obermiller,30,22,NE,Snow/Rain,100,,11:15,12:45,12:10,1A,1A,stands and shakes off sits tight,,,
3/21/1998,East Nest,,I,,Obermiller,30,22,NE,Snow/Rain,100,,11:15,12:45,12:45,1A,1A,shakes off sits back down,,,
4/15/1998,East Nest,,I,,Linda Feix,50,23,,,100,,8:30,9:30,8:30,1A,1A,,,,
4/15/1998,East Nest,,I,,Linda Feix,50,23,,,100,,8:30,9:30,8:40,1A,1A,brooding behavior shown while female brings a clump of grass,,,
4/15/1998,East Nest,,H,,Linda Feix,50,23,,,100,,8:30,9:30,9:30,2A,1A,female gets up and regurgitates food to nestling,,1,
4/23/1998,East Nest,,H,,Gene Wright,70,23,,0,60,0,16:30,17:00,16:40,1A,1A,feeding  small bits of food ,,2,
5/10/1998,East Nest,,H,,Wright and Feix,70,23,,,,,,,,,,,,,
2/11/1999,East Nest,,B,,Linda Feix,70,25,SW,0,0,40x  scope,13:00,13:00,13:00,3A 4J,0,working on nest,,,
3/5/1999,East Nest,,I,,Gene Wright,33,2,S,0,100,40x  scope,8:15,8:45,8:15,2A 2J,2A,placing a clump of grass and corn stalk in nest,,,
3/5/1999,East Nest,,I,,Gene Wright,33,2,S,0,100,40x  scope,8:15,8:45,8:22,1A 2J,1A,adult flew from nest,,,
3/5/1999,East Nest,,I,,Gene Wright,33,2,S,0,100,40x  scope,8:15,8:45,8:29,2A 2J,2A,put twig in nest,,,
3/5/1999,East Nest,,I,,Gene Wright,33,2,S,0,100,40x  scope,8:15,8:45,8:35,2A 2J,2A,adult moving nesting material around,,,
3/27/1999,East Nest,,I,,Obermiller,4,5,NE,0,0, 60x scope,11:00,11:43,11:00,2A,2A,switch places,,,
3/27/1999,East Nest,,I,,Obermiller,4,5,NE,0,0, 60x scope,11:00,11:43,11:10,1A,1A,rolls eggs,,,
3/27/1999,East Nest,,I,,Obermiller,4,5,NE,0,0, 60x scope,11:00,11:43,11:25,1A,1A,rolls egg waddles in nest,,,
3/27/1999,East Nest,,I,,Obermiller,4,5,NE,0,0, 60x scope,11:00,11:43,11:43,1A,1A,rolls egg and waddles down in nest,,,
4/1/1999,East Nest,,I,,Linda Feix,60,0,,0,0,45x scope,8:30,12:30,8:15,1A,1A,,,2,
4/1/1999,East Nest,,I,,Linda Feix,60,0,,0,0,45x scope,8:30,12:30,12:00,1A,1A,,,3,
4/2/1999,East Nest,,I,,Linda Feix,60,0,,0,0,45x scope,10:00,11:00,10:00,1A,1A,,,3,
4/17/1999,East Nest,,H,,Linda Feix,48,0,0,0,75,45x scope,15:00,15:00,15:00,1A,1A,parent feeding chick,,,
4/18/1999,East Nest,,H,,Linda Feix,45,0,,0,100,45x scope,8:00,8:00,8:00,2A,2A,beginning brooding,,,
4/18/1999,East Nest,,H,,Linda Feix,44,0,S,0,50,45x scope,10:45,17:30,10:45,2A,1A,,,,
4/18/1999,East Nest,,H,,Linda Feix,44,0,S,0,50,45x scope,10:45,17:30,11:30,2A,1A,adult came back with large fish,,,
4/18/1999,East Nest,,H,,Linda Feix,44,0,S,0,50,45x scope,10:45,17:30,13:00,1A,1A ,moving grass with beak,,,
4/18/1999,East Nest,,H,,Linda Feix,44,0,S,0,50,45x scope,10:45,17:30,13:35,2A,1A,eating and settles back into nest,,,
4/20/1999,East Nest,,H,,Linda Feix,52,6,NW,0,75,45x scope,8:25,9:00,8:25,2A,2A,male brooding,,,
4/20/1999,East Nest,,H,,Linda Feix,52,6,NW,0,75,45x scope,8:25,9:00,8:30,2A,2A,feeding chick,,1,may have food cache at end of nest
4/20/1999,East Nest,,H,,Linda Feix,52,6,NW,0,75,45x scope,8:25,9:00,9:00,1A,0,female begins brooding ,,,
4/21/1999,East Nest,,H,,Linda Feix,52,13,,Light rain,100,45x scope,8:30,9:15,8:30,1A,1A,,,,
4/21/1999,East Nest,,H,,Linda Feix,52,13,,Light rain,100,45x scope,8:30,9:15,9:15,1A,1A,feeding chick,,,
5/12/1999,East Nest,,H,,Linda Feix,50,13,,0,30,45x scope,8:15,8:15,8:15,2A,1A,feeding eaglets,,3,
